id,Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Tax,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsWithCurrManager
7377401400,40,0,Travel_Rarely,1171,Research & Development,4,Life Sciences,4,Female,46,1,Laboratory Technician,3,Married,2213,0.073,3,Yes,3,3,10,3,3,7,7
4693195138,21,0,Non-Travel,895,Sales,2,Medical,1,Male,39,1,Sales Representative,4,Single,2610,0.059,1,No,4,3,3,3,2,2,2
2628494418,33,1,Travel_Rarely,350,Sales,3,Marketing,4,Female,34,1,Sales Representative,3,Single,2851,0.05,1,Yes,3,2,1,2,3,0,0
7634496049,37,0,Travel_Rarely,921,Research & Development,3,Medical,3,Female,98,1,Laboratory Technician,1,Married,3452,0.074,6,No,4,2,17,3,3,4,3
3671471832,46,0,Non-Travel,1144,Research & Development,4,Medical,3,Female,30,2,Manufacturing Director,3,Married,5258,0.074,2,No,3,3,7,2,4,0,0
9970883178,41,1,Travel_Frequently,143,Sales,3,Marketing,1,Male,56,2,Sales Executive,2,Single,9355,0.032,1,No,3,3,8,5,3,7,7
7793627563,50,0,Travel_Rarely,1046,Research & Development,3,Technical Degree,4,Male,100,3,Healthcare Representative,4,Single,10496,0.09,6,No,3,4,20,2,3,3,3
2154520898,40,1,Travel_Rarely,575,Sales,2,Marketing,3,Male,68,2,Sales Executive,3,Married,6380,0.049,2,Yes,3,1,8,6,3,4,0
1171334737,31,0,Travel_Rarely,408,Research & Development,4,Life Sciences,3,Male,42,1,Research Scientist,2,Single,2657,0.084,0,Yes,3,4,3,5,3,2,2
6734496104,21,1,Travel_Rarely,156,Sales,3,Life Sciences,3,Female,90,1,Sales Representative,2,Single,2716,0.05,1,No,3,4,1,0,3,0,0
9513891321,29,0,Travel_Rarely,1283,Research & Development,3,Life Sciences,4,Male,54,1,Research Scientist,4,Single,2201,0.079,9,No,3,4,6,4,3,2,2
234433124,35,0,Travel_Rarely,755,Research & Development,4,Life Sciences,3,Male,97,2,Healthcare Representative,2,Single,6540,0.011,9,No,3,3,10,5,3,1,0
2229144707,27,0,Travel_Rarely,1469,Research & Development,2,Medical,4,Male,82,1,Laboratory Technician,2,Divorced,3816,0.069,1,No,3,2,5,2,3,2,4
699235960,28,0,Travel_Rarely,304,Sales,4,Life Sciences,2,Male,92,2,Sales Executive,4,Single,5253,0.022,1,No,3,4,7,1,3,5,7
8140746649,49,0,Travel_Rarely,1261,Research & Development,3,Other,2,Male,31,3,Healthcare Representative,3,Single,10965,0.075,8,No,4,3,26,2,3,2,0
9866742164,51,0,Travel_Rarely,1178,Sales,2,Life Sciences,3,Female,87,2,Sales Executive,4,Married,4936,0.026,4,No,3,3,18,2,2,7,7
4467358447,36,0,Travel_Rarely,329,Research & Development,3,Life Sciences,4,Female,96,1,Research Scientist,3,Married,2543,0.041,4,No,3,2,6,3,3,2,2
9824919376,34,1,Non-Travel,1362,Sales,3,Marketing,1,Male,67,2,Sales Executive,4,Single,5304,0.014,8,Yes,3,2,9,3,2,2,4
3210041539,55,0,Travel_Rarely,1311,Research & Development,3,Life Sciences,3,Female,97,4,Manager,4,Single,16659,0.019,2,Yes,3,3,30,2,3,4,2
6251190256,24,0,Travel_Rarely,1371,Sales,4,Marketing,4,Female,77,2,Sales Executive,3,Divorced,4260,0.011,1,Yes,3,4,5,2,4,2,3
465198686,30,0,Travel_Rarely,202,Sales,1,Technical Degree,3,Male,72,1,Sales Representative,2,Married,2476,0.014,1,No,3,1,1,3,3,0,0
7363992517,26,1,Travel_Frequently,575,Research & Development,1,Technical Degree,3,Male,73,1,Research Scientist,1,Single,3102,0.033,0,No,4,3,7,2,3,4,4
8061846349,22,0,Travel_Rarely,253,Research & Development,3,Medical,1,Female,43,1,Research Scientist,2,Married,2244,0.083,1,No,3,4,2,1,3,1,2
3625173298,36,0,Travel_Rarely,164,Sales,2,Medical,2,Male,61,3,Sales Executive,3,Married,7596,0.029,1,No,3,2,10,2,3,9,0
9708853984,30,1,Travel_Frequently,464,Research & Development,3,Technical Degree,3,Male,40,1,Research Scientist,4,Single,2285,0.033,9,Yes,4,3,3,4,3,0,0
6561408314,37,0,Travel_Rarely,1107,Research & Development,3,Life Sciences,4,Female,95,1,Laboratory Technician,1,Divorced,3034,0.078,1,No,3,3,18,2,2,7,17
727319949,40,0,Travel_Rarely,759,Sales,2,Marketing,4,Female,46,2,Sales Executive,2,Divorced,5715,0.078,7,No,3,3,8,5,3,4,3
4653829950,42,0,Travel_Rarely,201,Research & Development,4,Life Sciences,2,Female,95,1,Laboratory Technician,1,Divorced,2576,0.059,3,No,3,2,8,5,3,2,2
2707077577,37,0,Travel_Rarely,1305,Research & Development,4,Life Sciences,3,Male,49,2,Manufacturing Director,2,Single,4197,0.015,2,Yes,3,4,18,2,2,0,1
8093018980,43,0,Travel_Rarely,982,Research & Development,3,Life Sciences,1,Male,59,4,Research Director,2,Divorced,14336,0.036,1,No,3,3,25,3,3,10,9
5220734083,40,0,Travel_Rarely,555,Research & Development,3,Medical,2,Female,78,2,Laboratory Technician,3,Married,3448,0.049,6,No,4,2,20,3,3,0,0
3934478115,54,0,Travel_Rarely,821,Research & Development,2,Medical,1,Male,86,5,Research Director,1,Married,19406,0.013,4,No,3,3,24,4,2,2,2
3595753836,34,0,Non-Travel,1381,Sales,4,Marketing,3,Female,72,2,Sales Executive,3,Married,6538,0.038,9,No,3,1,6,3,3,2,2
176431276,31,0,Travel_Rarely,480,Research & Development,2,Medical,2,Female,31,2,Manufacturing Director,1,Married,4306,0.057,1,No,3,2,13,5,1,10,12
7587643249,43,0,Travel_Frequently,313,Research & Development,3,Medical,4,Male,61,1,Laboratory Technician,4,Married,2258,0.062,7,No,4,1,8,1,3,2,2
7249423959,43,0,Travel_Rarely,1473,Research & Development,4,Other,3,Female,74,2,Healthcare Representative,3,Divorced,4522,0.071,4,Yes,3,4,8,3,3,2,2
3002793124,25,0,Travel_Rarely,891,Sales,2,Life Sciences,2,Female,99,2,Sales Executive,4,Single,4487,0.054,1,Yes,3,2,5,3,3,4,3
9703253180,37,0,Non-Travel,1063,Research & Development,5,Medical,2,Female,72,2,Research Scientist,3,Married,4449,0.09,3,Yes,3,1,15,2,3,11,7
9510723495,31,0,Travel_Rarely,329,Research & Development,2,Life Sciences,4,Male,98,1,Laboratory Technician,1,Married,2218,0.086,1,No,3,3,4,3,3,2,2
1024802841,39,0,Travel_Frequently,1218,Research & Development,1,Life Sciences,2,Male,52,5,Manager,3,Divorced,19197,0.072,1,Yes,3,3,21,3,3,8,6
1683136926,56,0,Travel_Frequently,906,Sales,3,Life Sciences,3,Female,86,4,Sales Executive,1,Married,13212,0.041,9,No,3,4,36,0,2,7,7
971381925,30,0,Travel_Rarely,1082,Sales,3,Technical Degree,2,Female,83,2,Sales Executive,3,Single,6577,0.066,0,No,3,2,6,6,3,4,4
4196682464,41,0,Travel_Rarely,645,Sales,3,Marketing,2,Male,49,3,Sales Executive,1,Married,8392,0.09,1,No,3,3,10,2,3,7,7
4212866439,28,0,Travel_Rarely,1300,Research & Development,2,Medical,3,Male,79,2,Laboratory Technician,1,Divorced,4558,0.055,1,No,3,4,10,2,3,0,8
268777012,25,1,Travel_Rarely,688,Research & Development,3,Medical,1,Male,91,1,Laboratory Technician,1,Married,4031,0.037,5,No,3,3,6,5,3,2,2
8136945020,52,0,Travel_Rarely,319,Research & Development,3,Medical,4,Male,39,3,Manufacturing Director,3,Married,7969,0.073,2,Yes,3,3,28,4,3,4,4
8540109484,45,0,Travel_Rarely,192,Research & Development,2,Life Sciences,1,Male,69,1,Research Scientist,4,Married,2654,0.064,3,No,4,4,8,3,2,2,2
9602933305,52,0,Travel_Rarely,1490,Research & Development,2,Life Sciences,4,Female,30,4,Manager,4,Married,16555,0.014,2,No,3,4,31,2,1,2,4
9846059817,42,0,Travel_Frequently,532,Research & Development,2,Life Sciences,1,Female,92,2,Research Scientist,3,Divorced,4556,0.042,2,No,3,2,19,3,3,4,2
7669070676,30,0,Travel_Rarely,317,Research & Development,3,Life Sciences,3,Female,43,2,Manufacturing Director,4,Single,6091,0.049,2,No,4,3,11,2,3,4,2
1454114029,60,0,Travel_Rarely,422,Research & Development,3,Life Sciences,1,Female,41,5,Manager,1,Married,19566,0.084,5,No,3,4,33,5,1,8,10
7116447911,46,0,Travel_Rarely,1485,Research & Development,3,Medical,3,Female,87,2,Manufacturing Director,3,Divorced,4810,0.013,2,No,3,3,19,5,2,7,8
716849194,42,0,Travel_Frequently,1368,Research & Development,4,Technical Degree,4,Female,88,2,Healthcare Representative,4,Married,4523,0.065,0,No,3,4,7,4,4,5,4
1968356754,24,1,Travel_Rarely,1448,Sales,1,Technical Degree,1,Female,62,1,Sales Representative,2,Single,3202,0.035,1,Yes,3,2,6,4,3,3,4
1035430118,34,1,Travel_Frequently,296,Sales,2,Marketing,4,Female,33,1,Sales Representative,3,Divorced,2351,0.056,0,No,3,4,3,3,2,2,0
3636079395,38,0,Travel_Frequently,1490,Research & Development,2,Life Sciences,4,Male,42,1,Laboratory Technician,4,Married,1702,0.053,1,Yes,4,3,1,3,3,0,0
422894613,40,0,Travel_Rarely,1398,Sales,4,Life Sciences,3,Female,79,5,Manager,3,Married,18041,0.028,0,No,3,4,21,2,3,15,12
2673954007,26,0,Travel_Rarely,1349,Research & Development,3,Life Sciences,1,Female,90,1,Research Scientist,4,Divorced,2886,0.021,1,No,4,2,3,3,1,2,2
8818176129,30,0,Non-Travel,1400,Research & Development,3,Life Sciences,3,Male,53,1,Laboratory Technician,4,Married,2097,0.063,4,No,3,3,9,3,1,3,4
3835223100,29,0,Travel_Rarely,986,Research & Development,4,Medical,2,Male,93,3,Research Director,3,Married,11935,0.021,1,No,3,3,10,2,3,2,7
1707554668,29,1,Travel_Rarely,408,Research & Development,5,Technical Degree,3,Female,71,1,Research Scientist,2,Married,2546,0.087,5,No,3,2,6,2,4,2,1
3837210847,19,1,Travel_Rarely,489,Human Resources,2,Technical Degree,1,Male,52,1,Human Resources,4,Single,2564,0.033,1,No,3,3,1,3,4,0,0
2742249214,30,0,Non-Travel,1398,Sales,4,Other,3,Female,69,3,Sales Executive,1,Married,8412,0.056,0,No,3,3,10,3,3,8,8
706835662,57,0,Travel_Rarely,210,Sales,3,Marketing,1,Male,56,4,Manager,4,Divorced,14118,0.076,3,No,3,3,32,3,2,0,0
6948329330,50,0,Travel_Rarely,1099,Research & Development,4,Life Sciences,2,Male,88,4,Manager,3,Married,17046,0.045,0,No,3,2,28,2,3,10,7
8227645186,30,0,Non-Travel,1116,Research & Development,3,Medical,3,Female,49,1,Laboratory Technician,4,Single,2564,0.053,0,No,3,3,12,2,2,7,7
6868278853,60,0,Travel_Frequently,1499,Sales,3,Marketing,3,Female,80,3,Sales Executive,1,Married,10266,0.056,4,No,3,4,22,5,4,13,11
8181142659,47,0,Travel_Rarely,983,Research & Development,2,Medical,1,Female,65,2,Manufacturing Director,4,Divorced,5070,0.053,5,No,3,3,20,2,3,0,4
1653684194,46,0,Travel_Rarely,1009,Research & Development,3,Life Sciences,1,Male,51,4,Research Director,3,Married,17861,0.038,6,No,3,3,26,2,1,2,1
3171587165,35,0,Travel_Rarely,144,Research & Development,3,Life Sciences,4,Male,46,1,Laboratory Technician,3,Single,4230,0.022,0,No,3,3,6,2,3,4,3
8326937177,54,0,Travel_Rarely,548,Research & Development,4,Life Sciences,3,Female,42,2,Laboratory Technician,3,Single,3780,0.02,7,No,3,3,19,3,3,0,0
1173861173,34,0,Travel_Rarely,1303,Research & Development,4,Life Sciences,4,Male,62,1,Research Scientist,3,Divorced,2768,0.011,3,No,3,3,14,3,3,3,7
5324048593,46,0,Travel_Rarely,1125,Sales,3,Marketing,3,Female,94,3,Sales Executive,4,Married,9071,0.026,2,Yes,3,3,15,3,3,2,2
1385248653,31,0,Travel_Rarely,1274,Research & Development,1,Life Sciences,3,Male,33,3,Manufacturing Director,2,Divorced,10648,0.044,1,No,4,4,13,6,4,8,8
512494975,33,1,Travel_Rarely,1277,Research & Development,1,Medical,2,Male,56,3,Manager,3,Married,13610,0.071,7,Yes,3,4,15,2,4,6,7
8586191094,33,1,Travel_Rarely,587,Research & Development,1,Medical,1,Male,38,1,Laboratory Technician,4,Divorced,3408,0.046,7,No,3,1,8,2,3,3,3
1359173471,30,0,Travel_Rarely,413,Sales,1,Marketing,4,Male,57,1,Sales Representative,2,Single,2983,0.049,0,No,3,1,4,3,3,2,2
4467465995,35,0,Travel_Rarely,1276,Research & Development,3,Life Sciences,4,Male,72,3,Healthcare Representative,3,Married,7632,0.021,4,Yes,3,3,10,2,3,7,0
1346219303,31,1,Travel_Frequently,534,Research & Development,3,Life Sciences,1,Male,66,3,Healthcare Representative,3,Married,9824,0.055,3,No,3,1,12,2,3,0,0
5889599038,34,1,Travel_Frequently,988,Human Resources,3,Human Resources,2,Female,43,3,Human Resources,1,Divorced,9950,0.061,9,Yes,3,3,11,2,3,2,2
5921477354,42,0,Travel_Frequently,1474,Research & Development,2,Other,2,Male,97,1,Laboratory Technician,3,Married,2093,0.046,4,No,3,4,8,4,3,2,0
5615818042,36,0,Non-Travel,635,Sales,4,Medical,2,Male,32,3,Sales Executive,4,Single,9980,0.09,1,No,3,4,10,3,2,3,7
830597565,22,1,Travel_Frequently,1368,Research & Development,1,Technical Degree,3,Male,99,1,Laboratory Technician,3,Single,3894,0.012,5,No,3,3,4,3,3,2,2
8031595658,48,0,Travel_Rarely,163,Sales,5,Marketing,2,Female,37,2,Sales Executive,4,Married,4051,0.05,2,No,3,1,14,2,3,7,7
2232171205,55,0,Travel_Rarely,1117,Sales,5,Life Sciences,1,Female,83,4,Manager,2,Single,16835,0.024,3,No,4,4,37,2,3,9,7
2302507134,41,0,Non-Travel,267,Sales,2,Life Sciences,4,Male,56,2,Sales Executive,4,Single,6230,0.071,7,No,3,4,16,3,3,3,10
4271349747,35,0,Travel_Rarely,619,Sales,3,Marketing,2,Male,85,2,Sales Executive,3,Married,4717,0.048,9,No,3,3,15,2,3,9,9
8870131815,40,0,Travel_Rarely,302,Research & Development,3,Life Sciences,2,Female,75,4,Manufacturing Director,3,Single,13237,0.049,7,No,3,3,22,3,3,6,13
6980342258,39,0,Travel_Frequently,443,Research & Development,1,Life Sciences,3,Female,48,1,Laboratory Technician,3,Married,3755,0.069,1,No,3,1,8,3,3,3,7
5960036444,31,0,Travel_Rarely,828,Sales,1,Life Sciences,2,Male,77,2,Sales Executive,4,Single,6582,0.014,4,Yes,3,3,10,2,4,5,5
8709723536,42,0,Travel_Rarely,319,Research & Development,3,Medical,4,Male,56,3,Manufacturing Director,1,Married,7406,0.067,1,Yes,4,4,10,5,2,9,8
5937213017,45,0,Travel_Rarely,561,Sales,3,Other,4,Male,61,2,Sales Executive,2,Married,4805,0.011,0,No,3,2,9,3,4,7,7
2664226584,26,1,Travel_Frequently,426,Human Resources,4,Life Sciences,2,Female,58,1,Human Resources,3,Divorced,2741,0.053,0,Yes,3,2,8,2,2,7,0
6821173176,29,0,Travel_Rarely,232,Research & Development,3,Technical Degree,4,Male,34,2,Manufacturing Director,4,Divorced,4262,0.043,4,No,3,2,8,2,4,2,2
7920305063,33,0,Travel_Rarely,922,Research & Development,5,Medical,1,Female,95,4,Research Director,3,Divorced,16184,0.076,4,No,3,3,10,2,3,1,5
327268816,31,0,Travel_Rarely,688,Sales,3,Life Sciences,3,Male,44,3,Manager,4,Divorced,11557,0.071,9,No,4,3,10,3,2,4,1
1096631539,18,1,Travel_Frequently,1306,Sales,3,Marketing,2,Male,69,1,Sales Representative,2,Single,1878,0.058,1,Yes,3,4,0,3,3,0,0
8256698322,40,0,Non-Travel,1094,Sales,3,Other,3,Male,58,3,Sales Executive,1,Divorced,10932,0.019,3,No,3,3,20,2,3,0,1
8435792900,41,0,Non-Travel,509,Research & Development,4,Other,1,Female,62,2,Healthcare Representative,3,Single,6811,0.04,2,Yes,3,1,10,3,3,7,7
3190081115,26,0,Travel_Rarely,775,Sales,2,Medical,1,Male,45,2,Sales Executive,3,Divorced,4306,0.075,5,No,3,1,8,5,3,0,0
4332909712,35,0,Travel_Rarely,195,Sales,3,Medical,1,Female,80,2,Sales Executive,3,Single,4859,0.017,1,No,3,4,5,3,3,4,3
4840272786,34,0,Travel_Rarely,258,Sales,4,Life Sciences,4,Male,74,2,Sales Executive,4,Single,5337,0.013,1,No,3,4,10,3,3,7,7
3054337863,26,1,Travel_Rarely,471,Research & Development,3,Technical Degree,3,Male,66,1,Laboratory Technician,4,Single,2340,0.054,1,Yes,3,2,1,3,1,0,0
2326719174,37,0,Travel_Rarely,799,Research & Development,3,Technical Degree,2,Female,59,3,Manufacturing Director,4,Single,7491,0.02,4,No,3,4,12,3,4,5,2
2532352639,46,0,Travel_Frequently,1034,Research & Development,1,Medical,1,Female,86,3,Healthcare Representative,3,Married,10527,0.022,5,No,3,4,28,3,2,2,2
6743348031,41,0,Travel_Rarely,1276,Sales,5,Life Sciences,2,Female,91,4,Manager,1,Married,16595,0.065,7,No,3,2,22,2,3,16,8
871250063,37,0,Non-Travel,142,Sales,4,Medical,1,Male,69,3,Sales Executive,2,Divorced,8834,0.069,1,No,3,4,9,6,3,5,7
8206333827,52,0,Travel_Rarely,956,Research & Development,2,Technical Degree,4,Male,78,2,Research Scientist,1,Divorced,5577,0.044,3,Yes,3,2,18,3,3,9,9
2138699307,32,1,Non-Travel,1474,Sales,4,Other,4,Male,60,2,Sales Executive,3,Married,4707,0.056,8,No,3,4,6,2,3,2,2
2457228670,24,0,Travel_Frequently,535,Sales,3,Medical,4,Male,38,1,Sales Representative,4,Married,2400,0.081,0,No,3,3,3,3,3,2,1
7838047986,38,0,Travel_Rarely,1495,Research & Development,3,Medical,3,Female,76,2,Healthcare Representative,3,Married,9824,0.02,3,No,3,3,18,4,3,0,0
6541998728,37,0,Travel_Rarely,446,Research & Development,4,Life Sciences,2,Female,65,2,Manufacturing Director,2,Married,6447,0.026,6,No,3,2,8,2,2,5,3
8621088959,49,0,Travel_Rarely,1245,Research & Development,4,Life Sciences,4,Male,58,5,Research Director,3,Divorced,19502,0.059,1,Yes,3,3,31,5,3,9,9
9552708338,24,0,Travel_Rarely,691,Research & Development,3,Medical,2,Male,89,1,Research Scientist,4,Married,2725,0.078,1,Yes,3,2,6,3,3,5,4
1915401682,26,0,Travel_Rarely,703,Sales,2,Marketing,1,Male,66,2,Sales Executive,2,Married,6272,0.062,1,No,4,4,6,5,4,3,4
7278704960,24,0,Travel_Rarely,823,Research & Development,2,Other,4,Male,94,1,Laboratory Technician,2,Married,2127,0.079,1,No,4,4,1,2,3,0,0
3423457031,50,0,Travel_Frequently,1246,Human Resources,3,Medical,1,Male,99,5,Manager,2,Married,18200,0.014,1,No,3,3,32,2,3,5,7
4671639114,25,0,Travel_Rarely,622,Sales,1,Medical,2,Male,40,1,Sales Representative,3,Married,2096,0.087,1,No,3,3,7,1,3,4,6
2575325315,24,1,Travel_Frequently,1287,Research & Development,3,Life Sciences,1,Female,55,1,Laboratory Technician,3,Married,2886,0.071,1,Yes,3,4,6,4,3,3,2
4537776307,30,1,Travel_Frequently,448,Sales,4,Life Sciences,2,Male,74,1,Sales Representative,1,Married,2033,0.038,1,No,3,3,1,2,4,0,0
6677876845,34,0,Travel_Rarely,254,Research & Development,2,Life Sciences,2,Male,83,1,Research Scientist,4,Married,3622,0.038,1,Yes,3,4,6,3,3,5,3
2636137165,31,1,Travel_Rarely,1365,Sales,4,Medical,2,Male,46,2,Sales Executive,1,Divorced,4233,0.079,2,No,3,3,9,2,1,1,2
4853889280,35,0,Travel_Rarely,538,Research & Development,2,Other,1,Male,54,2,Laboratory Technician,4,Single,3681,0.017,4,No,3,4,9,3,3,2,2
6582456083,31,0,Travel_Rarely,525,Sales,4,Medical,1,Male,66,2,Sales Executive,4,Divorced,5460,0.022,4,No,4,4,13,4,4,7,7
611022400,27,0,Travel_Rarely,798,Research & Development,4,Medical,1,Female,66,1,Research Scientist,3,Divorced,2187,0.034,0,No,3,3,6,5,2,3,3
8085440598,37,0,Travel_Rarely,558,Sales,3,Marketing,4,Male,75,2,Sales Executive,3,Married,9602,0.084,4,Yes,3,3,17,3,2,0,0
5034400693,20,0,Travel_Rarely,959,Research & Development,3,Life Sciences,4,Female,83,1,Research Scientist,2,Single,2836,0.068,1,No,3,4,1,0,4,0,0
5019326828,42,0,Travel_Rarely,622,Research & Development,4,Life Sciences,3,Female,81,2,Healthcare Representative,4,Married,4089,0.054,1,No,3,2,10,4,3,2,2
5374847856,43,0,Travel_Rarely,782,Research & Development,4,Other,2,Male,50,4,Research Director,4,Divorced,16627,0.037,4,Yes,3,3,21,3,2,0,0
230930581,38,0,Travel_Rarely,362,Research & Development,1,Life Sciences,3,Female,43,1,Research Scientist,1,Single,2619,0.078,3,No,3,4,8,3,2,0,0
2122260017,43,0,Travel_Frequently,1001,Research & Development,5,Medical,4,Male,72,2,Laboratory Technician,3,Divorced,5679,0.074,3,Yes,3,2,10,3,3,7,7
8329830365,48,0,Travel_Rarely,1236,Research & Development,4,Life Sciences,4,Female,40,4,Manager,1,Married,15402,0.057,7,No,3,1,21,3,1,2,2
2737122163,44,0,Travel_Rarely,1112,Human Resources,4,Life Sciences,1,Female,50,2,Human Resources,3,Single,5985,0.053,4,No,3,2,10,1,4,2,2
8603860521,34,0,Travel_Rarely,204,Sales,3,Technical Degree,3,Female,31,1,Sales Representative,3,Divorced,2579,0.012,1,Yes,3,4,8,3,3,2,6
4265979084,27,1,Travel_Rarely,1420,Sales,1,Marketing,3,Male,85,1,Sales Representative,1,Divorced,3041,0.017,0,No,3,2,5,3,3,3,2
7623581082,21,0,Travel_Rarely,1343,Sales,1,Technical Degree,3,Male,49,1,Sales Representative,3,Single,3447,0.09,1,No,3,3,3,2,3,2,2
6842011140,44,0,Travel_Rarely,1315,Research & Development,4,Other,4,Male,35,5,Manager,4,Married,19513,0.083,4,Yes,3,1,26,2,4,2,1
9383628332,22,0,Travel_Rarely,604,Research & Development,1,Medical,1,Male,69,1,Research Scientist,3,Married,2773,0.065,0,No,4,4,3,3,3,2,2
5032643912,33,0,Travel_Rarely,1216,Sales,4,Marketing,3,Male,39,2,Sales Executive,3,Divorced,7104,0.081,0,No,3,4,6,3,3,0,2
9092207861,32,0,Travel_Rarely,646,Research & Development,4,Life Sciences,1,Female,92,2,Research Scientist,4,Married,6322,0.065,1,Yes,3,4,6,2,2,4,5
2968589628,30,0,Travel_Frequently,160,Research & Development,3,Medical,3,Female,71,1,Research Scientist,3,Divorced,2083,0.017,1,No,4,3,1,2,3,0,0
8133315913,53,0,Travel_Rarely,238,Sales,1,Medical,4,Female,34,2,Sales Executive,1,Single,8381,0.048,7,No,4,4,18,2,4,7,10
3306145246,34,0,Travel_Rarely,1397,Research & Development,5,Life Sciences,2,Male,42,1,Research Scientist,4,Married,2691,0.045,1,No,3,4,10,4,2,9,8
5121259948,45,1,Travel_Frequently,306,Sales,4,Life Sciences,1,Female,100,2,Sales Executive,1,Married,4286,0.015,2,No,3,4,5,4,3,1,0
7442338828,26,0,Travel_Rarely,991,Research & Development,3,Life Sciences,3,Female,71,1,Laboratory Technician,4,Married,2659,0.078,1,Yes,3,3,3,2,3,2,2
7062301922,37,0,Travel_Rarely,482,Research & Development,3,Other,3,Male,36,3,Manufacturing Director,3,Married,9434,0.052,1,No,3,3,10,2,3,7,8
2950254020,29,0,Travel_Rarely,1176,Sales,2,Medical,2,Female,62,2,Sales Executive,3,Married,5561,0.064,1,No,3,1,6,5,2,0,2
3305892412,35,0,Travel_Rarely,1017,Research & Development,4,Life Sciences,2,Male,82,2,Research Scientist,4,Single,6646,0.085,1,No,3,2,17,3,3,11,8
8191570319,33,0,Travel_Frequently,1296,Research & Development,3,Life Sciences,3,Male,30,2,Healthcare Representative,4,Divorced,7725,0.04,3,No,4,3,15,2,1,11,7
8223739070,54,0,Travel_Rarely,397,Human Resources,4,Medical,3,Male,88,3,Human Resources,2,Married,10725,0.014,2,No,3,3,16,1,4,7,1
4214359755,36,0,Travel_Rarely,913,Research & Development,2,Medical,2,Male,48,2,Manufacturing Director,2,Divorced,8847,0.024,2,Yes,3,3,13,2,3,2,2
7898884086,27,0,Travel_Rarely,1115,Research & Development,4,Medical,1,Male,54,1,Research Scientist,4,Single,2045,0.018,0,No,3,4,5,0,3,2,1
3146402459,20,1,Travel_Rarely,1362,Research & Development,1,Medical,4,Male,32,1,Research Scientist,3,Single,1009,0.062,1,Yes,3,4,1,5,3,0,1
5644735230,33,1,Travel_Frequently,1076,Research & Development,3,Life Sciences,1,Male,70,1,Research Scientist,1,Single,3348,0.044,1,Yes,3,1,10,3,3,8,7
367608634,35,0,Non-Travel,727,Research & Development,3,Life Sciences,3,Male,41,1,Laboratory Technician,3,Married,1281,0.03,1,No,3,3,1,3,3,0,0
7384523044,23,0,Travel_Rarely,885,Research & Development,3,Medical,1,Male,58,1,Research Scientist,1,Married,2819,0.019,2,No,3,1,5,3,4,2,2
3170876406,25,0,Travel_Rarely,810,Sales,3,Life Sciences,4,Male,57,2,Sales Executive,2,Married,4851,0.083,0,No,4,3,4,4,3,2,2
9539965683,38,0,Travel_Rarely,243,Sales,4,Marketing,4,Female,46,2,Sales Executive,4,Single,4028,0.04,0,No,4,1,8,2,3,7,5
3394861089,29,0,Travel_Frequently,806,Research & Development,4,Life Sciences,2,Male,76,1,Research Scientist,4,Divorced,2720,0.049,1,No,3,4,10,5,3,7,8
5021158880,48,0,Travel_Rarely,817,Sales,1,Marketing,2,Male,56,2,Sales Executive,2,Married,8120,0.054,3,No,3,4,12,3,3,2,2
705431452,27,0,Travel_Frequently,1410,Sales,1,Medical,4,Female,71,2,Sales Executive,4,Divorced,4647,0.054,1,Yes,4,2,6,3,3,5,4
7828668341,37,0,Travel_Rarely,1225,Research & Development,2,Life Sciences,4,Male,80,1,Research Scientist,4,Single,4680,0.024,3,No,3,1,4,2,3,0,0
9487300767,50,0,Travel_Rarely,1207,Research & Development,1,Medical,4,Male,74,1,Laboratory Technician,3,Married,3221,0.088,1,Yes,3,3,20,3,3,8,8
8268704195,34,0,Travel_Rarely,1442,Research & Development,3,Medical,4,Female,46,3,Healthcare Representative,2,Single,8621,0.016,1,No,3,2,9,3,4,7,7
4614942105,24,1,Travel_Rarely,693,Sales,2,Life Sciences,1,Female,65,2,Sales Executive,3,Single,4577,0.079,9,No,3,1,4,3,3,2,0
7145621150,39,0,Travel_Rarely,408,Research & Development,4,Technical Degree,4,Female,80,2,Healthcare Representative,3,Single,4553,0.081,1,No,3,1,20,4,3,7,10
5256224883,32,0,Travel_Rarely,929,Sales,3,Marketing,4,Male,55,2,Sales Executive,4,Single,5396,0.024,1,No,3,4,10,2,2,7,8
9622654614,50,1,Travel_Frequently,562,Sales,2,Technical Degree,2,Male,50,2,Sales Executive,3,Married,6796,0.067,3,Yes,3,1,18,4,3,3,3
7321326780,38,0,Travel_Rarely,827,Research & Development,4,Life Sciences,2,Female,33,2,Healthcare Representative,4,Single,7625,0.059,0,No,3,3,10,4,2,7,8
1614720096,27,0,Travel_Rarely,608,Research & Development,2,Life Sciences,3,Female,68,3,Manufacturing Director,1,Married,7412,0.082,1,No,3,4,9,3,3,7,7
9117123461,32,0,Travel_Rarely,1018,Research & Development,2,Life Sciences,3,Female,39,3,Research Director,4,Single,11159,0.089,3,No,3,4,10,6,3,7,7
9787110173,47,0,Travel_Rarely,703,Sales,4,Marketing,4,Male,42,2,Sales Executive,1,Single,4960,0.089,2,No,3,4,20,2,3,7,7
